[30.00 → 31.26]  ¿Ya pusiste a grabar?
[4404.73 → 4406.69]  este profesor está asociado a este semillero
[4406.69 → 4408.97]  a este grupo de investigación antes de inscribir
[4408.97 → 4410.57]  a mí me parece que por ejemplo esa información
[4410.57 → 4412.87]  es esencial a la hora de guiar precisamente
[4412.87 → 4414.21]  por lo que está planteado en el programa
[4414.21 → 4416.95]  eso por un lado y por otro pues yo hablaba con un docente
[4417.47 → 4418.79]  ocasional porque hay varias
[4418.79 → 4420.81]  quejas de que a veces se repiten los contenidos
[4420.81 → 4422.73]  en las clases y él me decía lo que pasa es que
[4422.73 → 4424.31]  yo no sé qué están enseñando mis compañeros
[4424.73 → 4426.59]  no tengo idea entonces a mí me toca
[4426.59 → 4428.93]  cubrir todas las bases y hacer
[4428.93 → 4430.61]  como que no saben nada
[4430.61 → 4432.73]  eso es un problema que quiero resolver y
[4432.73 → 4434.83]  pues ahí ya la tercera parte a la que
[4434.83 → 4437.03]  es que mi propuesta es que miremos si
[4437.03 → 4438.77]  pueden pues lo ideal es que sea
[4438.77 → 4441.15]  para el próximo semestre si no hay el tiempo
[4441.15 → 4442.79]  o sea como el cuento de las manos
[4442.79 → 4444.39]  de nosotros están para ayudar en eso
[4444.39 → 4446.79]  pero empezar a implementar eso como un silo
[4446.79 → 4448.85]  que ya se utilice en otra universidad como
[4448.85 → 4450.69]  algo un poco más sistematizado
[4450.69 → 4452.69]  yo creo que eso es donde entramos nosotros como
[4453.61 → 4454.73]  intermediarios y digamos
[4454.73 → 4456.79]  lo que podríamos hacer es que si ya vemos
[4456.79 → 4458.67]  que como problemáticas por parte
[4458.67 → 4460.61]  de los profesores y problemáticas por parte de los
[4461.33 → 4462.77]  estudiantes es tipo
[4462.77 → 4464.71]  dividirnos el trabajo y como que
[4464.71 → 4466.77]  unos empiezan a trabajar como
[4468.87 → 4470.75]  si como preguntar a los profesores
[4470.75 → 4472.77]  o sea uno pues a ayudarles a que
[4473.51 → 4474.73]  a que pues proporcionen
[4474.73 → 4476.67]  la información y también
[4476.67 → 4478.93]  como preguntarles como que es lo que han visto
[4478.93 → 4480.67]  como que les falta como no sé
[4480.67 → 4482.73]  mi compañero que está enseñando entonces no sé
[4482.73 → 4485.05]  yo qué enseñar entonces como esas cosas
[4485.05 → 4486.65]  y por otro lado que estemos los que
[4486.65 → 4488.29]  preguntemos a los estudiantes como
[4488.29 → 4490.61]  ok el curso dice que digamos es de tres créditos
[4490.61 → 4492.39]  entonces creo que tú lo percibes que es mucho más pesado
[4492.39 → 4494.55]  que lo que harías en la materia de tres créditos entonces empezar a ver
[4494.55 → 4496.53]  como esas cosas, algo así como lo que
[4496.53 → 4498.31]  hacían los estudiantes o sea la página de los
[4498.31 → 4500.13]  estudiantes pero hacerlos nosotros
[4500.13 → 4501.79]  o sea empezar a hacerlo no sé de qué forma
[4501.79 → 4504.07]  sea manual, comunitario o lo que sea
[4504.61 → 4506.85]  y poder hacer como
[4506.85 → 4508.29]  como síntesis de información y hacerlo
[4508.29 → 4510.65]  como de qué forma
[4510.65 → 4512.49]  hacer una presentación si hacer
[4513.85 → 4514.29]  como
[4515.19 → 4515.63]  una
[4515.63 → 4518.05]  no sé una revista bueno algo así
[4518.89 → 4519.79]  no sé
[4519.79 → 4521.67]  todo pero pues intentar
[4521.67 → 4524.31]  como que sea el lugar al que puedan
[4524.31 → 4525.17]  acceder
[4525.17 → 4528.19]  de consultas como
[4528.19 → 4530.15]  estudiantes y yo no creo que
[4530.15 → 4531.05]  eso lo hagamos en las semanas
[4532.05 → 4534.05]  pero pues podríamos empezar a trabajarlo al menos
[4534.05 → 4534.89]  para el siguiente
[4536.05 → 4538.05]  pues serviría mucho la retroalimentación
[4538.05 → 4539.99]  estudiantil nosotros ya
[4539.99 → 4541.95]  estamos trabajando como en reuniones
[4541.95 → 4543.85]  horarias precisamente
[4543.85 → 4545.93]  haciendo eso como revisando
[4545.93 → 4548.19]  los contenidos de cada materia y mirando
[4548.19 → 4549.71]  que están dando
[4549.71 → 4552.19]  cada profesor más que todo
[4552.19 → 4554.01]  también teniendo presente que hay
[4554.01 → 4555.87]  dos grupos en las asignaturas
[4555.87 → 4558.31]  y que pues buscamos que si es una misma asignatura
[4558.31 → 4559.91]  se cubran por lo menos las mismas
[4559.91 → 4562.09]  temáticas en ambos grupos que en
[4562.09 → 4563.85]  algunas casos no está
[4563.85 → 4565.47]  pasando entonces
[4565.47 → 4567.91]  eso ya lo o sea ya
[4567.91 → 4570.15]  se ha revisado empezamos con el área
[4570.15 → 4572.11]  de teoría política ya hemos tenido
[4572.11 → 4574.03]  mutuosas sesiones con todos los
[4574.03 → 4576.07]  grupos de teoría política precisamente
[4576.07 → 4577.99]  revisando como esas
[4577.99 → 4580.05]  como materia por materia asignatura por
[4580.05 → 4581.91]  asignatura y definiendo como cuáles
[4581.91 → 4584.09]  serían como los inicios
[4584.09 → 4585.65]  y los finales de cada
[4585.65 → 4588.07]  como de cada materia para
[4588.07 → 4590.29]  no repetir y no caer como
[4590.29 → 4591.91]  en ese problema que se está dando
[4591.91 → 4594.07]  pero si vale la pena porque eso si
[4594.07 → 4595.87]  no lo tenemos ahorita pues la
[4595.87 → 4597.93]  retroalimentación también estudiantil
[4597.93 → 4600.03]  desafortunadamente edificando
[4600.03 → 4602.03]  pues no sirve y no nos sirve al
[4602.03 → 4604.27]  mismo tiempo porque pues es una encuesta
[4604.27 → 4606.07]  muy general que tampoco es que nos diga
[4606.07 → 4608.01]  mucho por lo menos a nosotros desde
[4608.01 → 4609.71]  la administración pues como
[4609.71 → 4611.77]  solventar algunas cosas porque la parte
[4611.77 → 4614.15]  observacional es muy limitada entonces
[4614.15 → 4616.15]  si de pronto pudiéramos trabajar con ustedes
[4616.15 → 4618.03]  ese aspecto me parecería una buena opción
[4619.19 → 4620.23]  para iniciar
[4620.23 → 4622.21]  si yo solamente quería notar que
[4622.21 → 4624.23]  igual tampoco es que partamos
[4624.79 → 4626.15]  de la nada o sea como
[4626.15 → 4627.91]  que no se haya hecho nada en el programa de ciencia
[4627.91 → 4629.57]  política en el año 2021
[4630.37 → 4632.25]  con la dirección de la propia Carolina
[4632.25 → 4633.83]  hicimos un documento
[4633.83 → 4635.37]  que se llama el programa de ciencia política
[4635.37 → 4637.35]  frente a los desafíos de un mundo complejo
[4637.35 → 4639.69]  y este aborda todas las áreas
[4639.69 → 4641.69]  del programa y se hizo una
[4641.69 → 4643.61]  revisión de los objetivos de los
[4643.61 → 4645.35]  programas, de la bibliografía,
[4645.57 → 4647.45]  del enfoque pedagógico, del enfoque
[4647.45 → 4649.85]  de género y miramos también
[4649.85 → 4651.73]  en comparación como estábamos con
[4651.73 → 4653.55]  otros programas a nivel internacional y a nivel
[4653.55 → 4655.47]  nacional solo que es un documento del
[4655.47 → 4657.93]  2021 pues evidentemente pues pandemia
[4657.93 → 4660.33]  está desactualizado y puede
[4660.33 → 4662.37]  ser como el insumo que ustedes tomen
[4662.37 → 4664.03]  si no conocen el documento con mucho gusto
[4664.03 → 4665.87]  se los enviamos para las
[4665.87 → 4667.93]  discusiones que van a ver me imagino yo
[4667.93 → 4669.69]  en el proceso de autovolación
[4669.69 → 4671.33]  porque es una tarea que ya se hizo
[4671.93 → 4673.83]  y que muy seguramente los profesores ocasionales
[4673.83 → 4676.11]  conocen porque ellos participaron de esas reuniones
[4676.11 → 4677.97]  y nos dieron los insumos de sus
[4677.97 → 4679.67]  programas para mirar justamente
[4679.67 → 4681.75]  el enfoque de género, el enfoque
[4682.23 → 4684.05]  pedagógico, los módulos
[4684.05 → 4686.19]  que se repetía por ejemplo entre Pablo Reyes
[4686.19 → 4687.99]  y Alexander Madrigal que eran quienes estaban
[4687.99 → 4690.25]  dictando una misma asignatura
[4690.25 → 4691.91]  que era a moverlas
[4692.51 → 4694.31]  contemporáneas y nosotras
[4694.31 → 4695.73]  como politólogas
[4695.73 → 4698.43]  como parte del equipo también participamos
[4698.43 → 4700.17]  del ajuste de esos documentos porque nosotros
[4700.17 → 4702.41]  somos egresadas del programa y pues también
[4702.41 → 4704.19]  tenemos una trayectoria
[4704.19 → 4706.49]  dentro del programa no solo a nivel
[4706.49 → 4708.21]  como estudiantes sino también a
[4708.21 → 4709.71]  nivel administrativo
[4709.71 → 4712.29]  para que también lo tengan presente y les puede ayudar
[4712.29 → 4713.65]  como insumo.
[4713.65 → 4714.73]  Te lo voy a enviar a María.
[4717.05 → 4719.65]  Una cuestión que me llamó la atención de lo que estaba viendo
[4721.87 → 4722.47]  es
[4722.47 → 4723.65]  como la amplitud
[4724.21 → 4725.65]  muy rica de
[4726.37 → 4727.37]  cambios de temática
[4727.37 → 4728.47]  en el mismo campo.
[4729.39 → 4730.79]  Eso es muy interesante.
[4731.57 → 4733.97]  Nos tocaría que imprimir
[4733.97 → 4735.79]  y empezar a cambiar ya eso
[4735.79 → 4737.15]  a trabajar y a ver
[4737.65 → 4738.85]  porque me pareció muy
[4739.65 → 4741.65]  yo que trabajo en lo de políticas públicas
[4741.65 → 4744.59]  de una dimensión mucho más grande
[4744.59 → 4745.83]  de los colegas en
[4745.83 → 4748.13]  unos aspectos sobre el trabajo
[4748.13 → 4749.39]  y eso pues
[4749.39 → 4751.47]  no tiene la posibilidad de haberlo ahí pero sería
[4751.47 → 4753.65]  un asunto interesante para
[4754.43 → 4755.65]  pasarlo a cada uno
[4755.65 → 4757.61]  de los campos
[4757.61 → 4759.81]  y que se pueda hacer esa evaluación
[4759.81 → 4761.39]  porque si ciertamente sobre todo
[4761.39 → 4763.51]  con los catedráticos
[4763.51 → 4764.35]  que no son de verdad
[4765.35 → 4767.55]  dictan sus rollos muy interesantes
[4767.55 → 4769.37]  pero amagar todo eso
[4769.37 → 4770.57]  con toda esa tendencia
[4770.57 → 4773.49]  con lo que se supone pareciera
[4773.49 → 4774.33]  un potencial.
[4774.71 → 4776.37]  Incluso creo que se podría trabajar
[4776.37 → 4778.49]  que se está trabajando por área y también
[4778.49 → 4781.31]  que la representación está abierta para eso
[4781.31 → 4783.27]  se podría trabajar no solo
[4783.27 → 4785.07]  en abrir una propuesta para
[4785.07 → 4787.07]  electivas sino abrir una propuesta
[4787.07 → 4788.59]  para electivas guiadas
[4788.59 → 4791.51]  en determinada
[4791.51 → 4793.27]  temática dentro de las líneas.
[4793.83 → 4794.95]  Que por ejemplo de este año
[4794.95 → 4796.81]  vamos a trabajar políticas públicas
[4796.81 → 4798.73]  pero centradas en proyectos
[4798.73 → 4800.47]  vamos a ver todo
[4800.47 → 4802.21]  en proyectos y proyectos de eso
[4802.81 → 4804.59]  se podría incluso manejar así
[4804.59 → 4805.43]  si se quiere
[4805.43 → 4808.01]  y se podría abrir de esa forma
[4808.01 → 4810.67]  desafortunadamente en este momento no lo tenemos
[4810.67 → 4812.79]  así, creo que valdría la pena
[4812.79 → 4815.11]  como empezar lo que dice el profe
[4815.11 → 4816.81]  como mirar las propuestas que hemos recibido
[4817.37 → 4818.81]  como las podemos agrupar
[4818.81 → 4820.69]  como podemos delimitar como
[4820.69 → 4822.85]  líneas que se trabajen
[4822.85 → 4824.81]  y así también poder definir como
[4824.81 → 4826.81]  propuestas de trabajo
[4827.67 → 4830.11]  en semestral o anual
[4830.11 → 4832.27]  podría ser como la opción
[4832.27 → 4833.21]  y que este comité
[4833.21 → 4834.45]  se da también el espacio
[4834.45 → 4836.23]  que haya un espacio de creo que
[4836.23 → 4839.25]  el comité de 20 minutos en lo que podamos revisar
[4839.25 → 4840.89]  entre todos esos si le parece.
[4842.21 → 4843.63]  Pero bueno, volviendo a las propuestas
[4845.07 → 4846.97]  Entonces ya estaríamos con
[4846.97 → 4848.39]  prácticas estrategias que realmente
[4848.39 → 4849.61]  hay Paula
[4850.69 → 4853.07]  una cosita que me hace pensar
[4853.07 → 4854.03]  lo que tú dices
[4855.07 → 4857.37]  sería bueno hacer las convocatorias
[4857.37 → 4859.07]  de estas asignaturas
[4860.19 → 4861.07]  mucho más específicas
[4861.91 → 4862.59]  polares
[4863.33 → 4864.71]  eso sería mejor
[4864.71 → 4867.33]  porque el área debería proporcionar
[4867.33 → 4868.47]  una cierta orientación
[4869.07 → 4870.87]  cual sea la necesidad
[4870.87 → 4872.71]  pero es decir, bueno, necesitamos avanzar
[4872.71 → 4874.23]  en estos temas
[4874.23 → 4876.63]  en estas profundizaciones
[4876.63 → 4879.07]  de tal manera que todo el esfuerzo el que propone
[4879.71 → 4881.43]  también esté destinado
[4882.37 → 4884.17]  a incrementar el apoyo
[4884.17 → 4886.57]  en esas temáticas
[4886.57 → 4887.65]  y obviamente
[4887.65 → 4889.79]  pues con el concurso de
[4889.79 → 4891.27]  las compañeras y los compañeros
[4891.27 → 4892.97]  presentantes por tiempo
[4894.33 → 4895.95]  porque si temas
[4895.95 → 4897.43]  lo que hay es temas interesantes
[4898.39 → 4899.91]  igual mil temas
[4899.91 → 4901.47]  política pública, anterior
[4901.47 → 4903.67]  entonces ponga hoy en día
[4903.67 → 4905.67]  eso sale en unas cosas
[4905.67 → 4907.73]  entonces todos los problemas son interesantes
[4907.73 → 4909.89]  pero no podemos dictar
[4909.89 → 4911.19]  no se puede
[4911.19 → 4913.55]  hay ciertos desaboles, tenemos debilidades
[4913.55 → 4914.91]  tenemos fortalezas
[4914.91 → 4916.11]  en las que si pueden decir
[4916.83 → 4919.09]  vamos por aquí mejor
[4920.79 → 4922.07]  buscamos incrementar
[4922.07 → 4923.43]  el desarrollo de estos temas
[4923.43 → 4925.71]  y que las propuestas estén enfiladas
[4925.71 → 4927.77]  apoyar esas propuestas
[4927.77 → 4929.35]  esos diseños
[4929.89 → 4931.33]  sería como la opción
[4931.89 → 4933.25]  para la próxima convocatoria
[4933.25 → 4935.25]  lo logramos ya teniendo el trabajo
[4935.89 → 4938.07]  con los profes y con ustedes
[4939.89 → 4941.51]  entonces la propuesta de introducción
[4941.51 → 4943.73]  a la identificación y preparación
[4943.73 → 4945.97]  de proyectos de desarrollo de Camila
[4945.97 → 4948.07]  la veo enviable porque la otra
[4948.07 → 4949.75]  de proyectos fue la que
[4949.75 → 4951.67]  abrimos ahorita
[4951.67 → 4953.89]  que era esta
[4954.99 → 4955.89]  la identificación
[4955.89 → 4957.71]  gubernamental de las herramientas para la
[4957.71 → 4959.59]  identificación de variables de proyectos
[4959.59 → 4961.95]  y políticas públicas
[4961.95 → 4963.99]  esas dos como que manejan temas de proyectos
[4963.99 → 4965.77]  que podríamos pensar como para
[4965.77 → 4966.57]  escoger una
[4968.99 → 4969.63]  y
[4969.63 → 4970.93]  hay otra
[4970.93 → 4972.51]  hay otra línea que es como
[4972.51 → 4974.31]  de temas económicos que es esta
[4974.31 → 4976.35]  que es un egresado nuestro
[4976.35 → 4978.63]  también magister de acá de economía
[4978.63 → 4980.57]  y esta de finanzas para los financieros
[4982.31 → 4984.31]  que podríamos también escoger una ahí
[4984.31 → 4986.53]  y la otra como línea
[4986.53 → 4988.67]  que veo es temas de
[4988.67 → 4990.33]  acción colectiva
[4990.33 → 4992.45]  como acción colectiva o de asociación
[4992.45 → 4994.65]  territorial, digamos que Bogotá
[4994.65 → 4996.73]  así que de ahí porque está como muy ligada
[4996.73 → 4998.87]  como específicamente a política pública
[4998.87 → 4999.33]  de la ciudad
[4999.33 → 5002.71]  de pronto alguna de esas no se cruza con el
[5002.71 → 5004.49]  diplomado que están ofertando
[5004.49 → 5005.55]  de proyectos
[5006.37 → 5007.57]  que oferta
[5008.69 → 5010.69]  el de proyectos está
[5011.59 → 5012.73]  ofertando con temas
[5012.73 → 5014.01]  de MGA
[5014.65 → 5016.93]  no podría ser, la de Camila está chévere
[5016.93 → 5018.57]  si, la de Camila podría ser
[5018.57 → 5020.65]  complemento porque esa es específicamente
[5021.17 → 5022.91]  como montar un proyecto de MGA
[5022.91 → 5024.91]  para regalías
[5025.47 → 5026.59]  ese es el diploma
[5026.59 → 5028.43]  que se ofertó el semestre
[5028.43 → 5031.23]  los dos semestres pasados
[5031.23 → 5032.95]  entonces de temas
[5032.95 → 5034.93]  de proyectos
[5034.93 → 5037.03]  sería mejor la de Camila teniendo presente
[5037.03 → 5039.07]  que es egresada nuestra y que tiene
[5039.07 → 5040.69]  experiencia acá
[5048.59 → 5050.77]  y ya digo también a considerar
[5050.77 → 5052.63]  teniendo ustedes
[5053.45 → 5054.77]  temas de finanzas
[5056.55 → 5058.87]  algo de finanzas o prefieren temas
[5058.87 → 5060.97]  de reacción colectiva
[5061.69 → 5062.77]  y de territorio
[5063.65 → 5064.25]  finanzas
[5066.45 → 5068.69]  finanzas es imamable pero es central
[5068.69 → 5071.27]  o sea sin eso no me entienden
[5071.27 → 5072.93]  claramente lo otro
[5072.93 → 5075.05]  es que la de la vida no es muy buena
[5075.05 → 5075.73]  la de Ana
[5075.73 → 5078.69]  Ana es de políticas públicas y económicas
[5078.69 → 5081.67]  esa unidad es muy buenísima
[5082.69 → 5084.55]  y que esa materia ya sea dictada
[5084.55 → 5086.41]  se dictó en el 2018
[5086.41 → 5087.87]  se dictó en el 2018
[5087.87 → 5089.71]  lleva más de cinco años
[5089.71 → 5091.89]  sin dictar
[5092.69 → 5094.57]  y también es egresada nuestra
[5095.41 → 5096.65]  si les parece
[5096.65 → 5098.69]  entonces esas serían las tres propuestas
[5101.11 → 5102.69]  de estas para
[5104.79 → 5106.17]  para leer elecciones
[5106.17 → 5107.19]  en esta área
[5108.17 → 5109.81]  que tal estamos de tiempo
[5109.81 → 5112.13]  podemos mirar un arqueo
[5112.13 → 5113.45]  son las
[5115.19 → 5115.83]  pantalatas
[5120.95 → 5124.17]  creo que había una que solamente había cuatro propuestas
[5124.73 → 5126.29]  alcanzamos al otro comité
[5126.29 → 5127.79]  o ya te toca llevar esto
[5128.91 → 5130.17]  alcanzamos al otro comité
[5131.91 → 5134.01]  si les parece revisamos esta
[5134.01 → 5136.01]  teoría política que son
[5137.77 → 5139.73]  que son cuatro propuestas
[5140.73 → 5141.59]  nomás
[5141.59 → 5142.89]  no, no tocas
[5142.89 → 5145.79]  no recuerdo
[5145.79 → 5146.41]  la que decía
[5146.41 → 5149.71]  el análisis político
[5154.01 → 5156.03]  de género creo que
[5156.03 → 5157.49]  no, de género hay un montón
[5159.59 → 5161.83]  de investigación y de género
[5161.83 → 5163.89]  no, no, no
[5163.89 → 5165.83]  espérense que no les estés bien triste
[5168.55 → 5170.07]  debería de las relaciones
[5172.43 → 5173.31]  internacionales
[5173.31 → 5173.71]  bien
[5173.71 → 5175.85]  entonces aquí
[5175.85 → 5176.49]  hay
[5176.49 → 5179.81]  si señora hay cuatro
[5179.81 → 5181.03]  propuestas
[5181.83 → 5183.61]  esperen, confirmo una cosa
[5183.61 → 5185.83]  porque las que tendríamos
[5189.17 → 5190.51]  de profesor
[5190.51 → 5191.67]  antes debían estas
[5191.67 → 5194.03]  la de Flopemage Mati
[5194.03 → 5196.23]  para saber cuántas podemos hacer
[5224.57 → 5225.83]  solamente tendríamos
[5225.83 → 5227.55]  una que es la de Flopemage Mati
[5227.55 → 5228.99]  o sea que de estas
[5228.99 → 5231.35]  podríamos escoger dos
[5231.35 → 5233.21]  para tener la misma
[5233.21 → 5234.81]  oferta de tres que igual la de
[5234.81 → 5236.07]  gobiernos políticos públicos
[5236.07 → 5239.05]  entonces tenemos soberanía alimentaria y cooperación internacional
[5239.05 → 5240.21]  y derecho humano
[5240.21 → 5242.35]  al alimento hacia el de Santiago Andrés Moreno
[5242.35 → 5244.01]  es que hay que escoger dos
[5244.01 → 5245.05]  sí señor
[5245.05 → 5247.49]  pero no es tan difícil porque son
[5255.49 → 5257.71]  Santiago es abogado
[5257.71 → 5259.49]  de acá de la universidad
[5260.83 → 5261.45]  está
[5261.45 → 5263.29]  cursando un pregrado en historia
[5263.29 → 5265.09]  y está cursando la maestría
[5265.09 → 5267.91]  soberanía y seguridad alimentaria
[5267.91 → 5271.49]  y no tiene experiencia de docente
[5273.69 → 5275.37]  tampoco mucha experiencia
[5275.37 → 5275.65]  pero
[5277.87 → 5280.01]  estuvo articulada al Grupo de Investigación
[5280.01 → 5281.37]  de Derechos Civil y Derechos Económicos
[5282.49 → 5287.39]  de acá de la
[5287.39 → 5287.45]  de la
[5287.45 → 5288.59]  universidad
[5289.33 → 5291.23]  entonces el objetivo de esta
[5291.23 → 5293.45]  asignatura es analizar y entender la problemática
[5293.45 → 5295.19]  del hambre a nivel global y nacional
[5295.19 → 5297.65]  enfocándose a una relación entre la alimentación
[5297.65 → 5298.91]  y cooperación internacional
[5298.91 → 5301.55]  a través de un enfoque de la soberanía alimentaria
[5301.55 → 5303.37]  y los movimientos sociales relacionados
[5303.37 → 5305.63]  la forma de evaluación
[5305.63 → 5307.21]  participación y existencia
[5307.21 → 5308.81]  también un 20%
[5308.81 → 5310.89]  una exposición un 20%
[5310.89 → 5312.63]  un examen parcial un 20%
[5312.63 → 5321.95]  y un examen final un 40%
[5324.37 → 5325.21]  bien
[5325.21 → 5327.17]  las temáticas soberanía alimentaria
[5327.17 → 5328.97]  versus seguridad alimentaria
[5328.97 → 5330.71]  historia de la alimentación
[5330.71 → 5333.19]  historia de la soberanía alimentaria
[5333.19 → 5335.13]  una temática centrada en el hambre
[5335.13 → 5336.77]  soberanía alimentaria y cooperación
[5336.77 → 5337.81]  para el desarrollo
[5338.71 → 5340.21]  culturas alimentarias
[5340.21 → 5342.49]  que es el derecho humano a la alimentación
[5342.49 → 5345.07]  mercados internacionales de alimentos
[5345.07 → 5346.71]  alimentación y comunidades indígenas
[5348.23 → 5349.75]  género, feminismo
[5349.75 → 5350.93]  agro y coloquia
[5350.93 → 5352.85]  y soberanía alimentaria
[5352.85 → 5355.71]  migración y soberanía alimentaria
[5355.71 → 5356.71]  planificación
[5357.27 → 5358.87]  y políticas públicas
[5358.87 → 5360.43]  de soberanía alimentaria
[5360.43 → 5362.59]  por último participación en procesos
[5362.59 → 5364.37]  de soberanía alimentaria
[5364.37 → 5367.11]  y la bibliografía
[5367.11 → 5368.87]  la que está acá al frente
[5374.71 → 5376.87]  esa sería la primera propuesta
[5382.79 → 5384.63]  la segunda propuesta
[5384.63 → 5385.73]  del profe Farid
[5385.73 → 5387.75]  la de la materia de
[5387.75 → 5389.73]  relaciones internacionales entre Colombia y Venezuela
[5390.53 → 5391.83]  en el siglo XXI
[5391.83 → 5393.55]  y esta materia ya lleva más o menos
[5393.55 → 5395.41]  unos dos años en frecuencia
[5395.41 → 5396.39]  seguido?
[5398.37 → 5400.19]  esta materia se ofertó
[5400.19 → 5401.67]  para este año y ya estaba
[5401.67 → 5403.73]  en el año pasado también
[5405.01 → 5406.21]  Farid es politólogo
[5406.21 → 5407.79]  nuestro y machista en estudios
[5407.79 → 5410.07]  políticos de acá también
[5410.07 → 5411.61]  de la universidad la que ofrece
[5411.61 → 5413.73]  y tiene experiencia
[5413.73 → 5415.73]  docentes con nosotros
[5416.85 → 5418.37]  pues importante
[5418.37 → 5419.95]  ya lleva dictado esta materia
[5419.95 → 5421.75]  varios años y antes
[5421.75 → 5423.73]  había dictado otras también
[5428.57 → 5429.53]  tiene
[5430.53 → 5431.49]  experiencia
[5431.49 → 5433.93]  con el fondo de desarrollo local
[5433.93 → 5435.85]  de tu vuelito
[5435.85 → 5437.73]  consultores de la Fundación
[5437.73 → 5439.73]  Panamericana de Desarrollo
[5441.13 → 5442.33]  y también
[5442.33 → 5443.39]  tiene experiencia
[5443.39 → 5444.87]  asistente en investigación
[5444.87 → 5446.87]  de la militar
[5448.99 → 5450.15]  la propuesta
[5450.15 → 5451.37]  no sé si ya la conocen
[5451.37 → 5452.97]  seguramente sí, ¿cierto?
[5456.73 → 5457.23]  objetivo
[5457.73 → 5458.39]  analizar de manera
[5458.39 → 5460.43]  conjunta de relaciones internacionales
[5460.43 → 5462.39]  entre Colombia y Venezuela en el siglo XXI
[5462.39 → 5464.43]  a partir de herramientas de análisis
[5464.43 → 5466.75]  de coyuntura internacional de la identificación
[5466.75 → 5468.95]  de los fenómenos de conjunción
[5468.95 → 5470.47]  y de emergencia entre países
[5472.15 → 5472.87]  análisis
[5473.69 → 5475.01]  de noticias y
[5475.01 → 5476.39]  juicio es el 40%
[5476.39 → 5478.91]  un ejercicio de análisis de coyuntura internacional
[5478.91 → 5480.53]  40% dividido en
[5480.53 → 5483.11]  dos entregas y una sustentación
[5483.11 → 5484.61]  y socialización final
[5484.61 → 5486.75]  con una carga del 20% de la nota
[5488.89 → 5490.59]  las temáticas son
[5490.59 → 5492.29]  relaciones entre Colombia y Venezuela
[5492.29 → 5494.61]  desde los conceptos, la forma de hacer
[5494.61 → 5496.61]  análisis de coyuntura en relaciones internacionales
[5497.91 → 5499.11]  los vínculos históricos
[5499.11 → 5501.29]  entre Colombia y Venezuela de la independencia
[5501.29 → 5502.85]  de los pactos de los partidos
[5502.85 → 5505.47]  los vínculos históricos entre Colombia y Venezuela
[5505.47 → 5507.27]  de los pactos de partidos
[5507.27 → 5508.39]  a los rompimientos
[5508.39 → 5509.87]  el giro de las relaciones
[5510.61 → 5512.39]  de inicio del siglo XI
[5512.39 → 5515.03]  las relaciones entre los gobiernos
[5515.03 → 5516.93]  Chávez y Uribe
[5516.93 → 5518.63]  los relacionamientos de gobiernos
[5518.63 → 5520.31]  Chávez y Uribe, extensiones entre
[5520.31 → 5522.33]  y cooperación
[5523.41 → 5524.79]  cambios en relaciones
[5524.79 → 5526.27]  con el gobierno Santos
[5526.27 → 5527.77]  y rompimiento con Duque
[5528.33 → 5529.71]  y problemas recurrentes
[5530.33 → 5532.75]  con el gobierno Petro Maduro
[5535.33 → 5537.51]  bueno, y esta es una tercera parte
[5537.51 → 5540.33]  que es el rol de los Estados Unidos en la relación bilateral
[5540.85 → 5542.91]  la discusión sobre la democracia
[5542.91 → 5544.67]  fronteras por oces
[5544.67 → 5546.31]  y dinámicas, migraciones
[5546.31 → 5549.21]  en un asunto novedoso hacia Colombia
[5549.21 → 5550.83]  integración en relaciones
[5550.83 → 5553.11]  económicas, seguridad de un tema
[5553.11 → 5554.77]  vetado
[5554.77 → 5556.75]  se siente recopilación
[5556.75 → 5557.93]  sueltamente
[5557.93 → 5560.83]  como última sesión de conclusiones
[5564.59 → 5567.83]  la tercera rápidamente migración
[5567.83 → 5569.03]  el siglo XXI
[5569.03 → 5570.87]  retos y debates contemporáneos
[5570.87 → 5572.83]  de Carlos Leonardo Santana
[5588.99 → 5591.11]  Carlos Eduardo es abogado de acá
[5591.11 → 5592.33]  de la Universidad Nacional
[5592.33 → 5594.29]  y cuenta con el Manchester en Derechos Humanos
[5594.29 → 5595.93]  y Derecho Internacional Humanitario
[5595.93 → 5597.85]  igualmente que acá
[5597.85 → 5600.93]  tiene varios diplomados
[5600.93 → 5603.25]  en experiencia
[5603.25 → 5606.81]  ha sido panelista en varios
[5606.81 → 5608.03]  en varias
[5609.41 → 5610.11]  eh
[5610.11 → 5610.25]  eh
[5610.25 → 5610.43]  eh
[5610.43 → 5610.51]  eh
[5610.51 → 5612.25]  en varias conferencias
[5612.25 → 5614.45]  casi todas en el exterior
[5616.71 → 5618.51]  tuvo una beca asistente
[5618.51 → 5619.77]  docente
[5620.51 → 5622.45]  en la Asignatura de Instituciones y Derecho
[5622.45 → 5624.51]  Internacional Público
[5630.43 → 5632.73]  bueno, al principio no le veo que
[5632.73 → 5634.23]  ha trabajado con el propio
[5634.23 → 5636.55]  Luis Torres en temas
[5637.47 → 5638.53]  de Derecho
[5639.79 → 5640.39]  Internacional
[5641.33 → 5642.41]  en el principio
[5642.41 → 5644.83]  no le veo como
[5644.83 → 5646.23]  como para la experiencia del presente
[5646.23 → 5647.71]  pero pues la del beca
[5647.71 → 5650.37]  podría seguir si se quiere tener
[5650.37 → 5652.35]  ese análisis
