[30.00 → 31.26]  ¿Ya pusiste a grabar?
[4212.45 → 4212.93]  Perfectamente.
[4213.15 → 4213.85]  Con todo.
[4214.67 → 4214.83]  El problema.
[4215.07 → 4215.79]  No le da problemas.
[4216.23 → 4216.91]  Pues depende.
[4217.49 → 4217.97]  Tampoco.
[4218.17 → 4218.65]  Tampoco.
[4218.75 → 4219.55]  Tampoco eso garantiza.
[4220.63 → 4222.41]  Que tú como estudiante.
[4223.55 → 4223.79]  Y.
[4224.19 → 4225.11]  Tienes la percepción.
[4225.33 → 4225.41]  Plena.
[4225.63 → 4225.91]  Al curso.
[4226.63 → 4226.93]  Sí.
[4227.13 → 4227.53]  Porque.
[4227.69 → 4229.11]  Porque el curso tiene la percepción.
[4229.17 → 4230.35]  Cuando ya estás con el profesor.
[4230.37 → 4231.23]  Ahí en las sesiones.
[4231.49 → 4231.75]  Y ya.
[4232.03 → 4232.53]  Ahí sabes.
[4232.53 → 4233.69]  Como en la cosa.
[4234.21 → 4235.21]  Eso es muy relativo.
[4236.15 → 4237.57]  De un lado y del otro.
[4237.87 → 4237.99]  Eso.
[4238.19 → 4238.99]  No le da problemas.
[4240.47 → 4240.77]  Y.
[4240.77 → 4241.25]  Los programas.
[4241.47 → 4242.27]  Además pueden decirle.
[4242.51 → 4243.09]  Hasta la quinta.
[4243.19 → 4243.47]  Maravilla.
[4243.93 → 4244.79]  Sí claro.
[4245.11 → 4245.61]  El papelado.
[4245.67 → 4246.39]  Manta todo.
[4248.73 → 4249.05]  Pero.
[4249.27 → 4249.41]  Bueno.
[4249.61 → 4249.83]  Digamos.
[4249.83 → 4250.81]  En el punto de vista de la información.
[4250.99 → 4251.29]  Porque además.
[4251.45 → 4252.45]  Sí creo que es muy bueno.
[4252.59 → 4253.81]  Que los estudiantes.
[4254.39 → 4255.95]  Y las estudiantes.
[4257.23 → 4258.45]  Discutan estos temas.
[4259.37 → 4260.37]  Lo discutan a fondo.
[4260.57 → 4260.65]  O sea.
[4260.91 → 4261.29]  No es.
[4261.29 → 4261.49]  Real.
[4261.59 → 4262.03]  Relogativo.
[4262.21 → 4263.87]  Solo de nosotros los maestros.
[4264.03 → 4264.21]  Es decir.
[4264.41 → 4265.23]  Estos son los temas.
[4265.57 → 4266.01]  Y los contenidos.
[4266.53 → 4270.07]  Si el estudiante estaba comenzada a discutir los temas.
[4270.65 → 4271.09]  Curriculares.
[4271.29 → 4271.79]  No de maya.
[4271.83 → 4273.23]  No de maya.
[4273.39 → 4273.71]  Porque.
[4273.71 → 4276.15]  Porque a veces creo que se reduce todo el problema de la maya.
[4276.17 → 4277.27]  Entonces el contenido.
[4277.83 → 4278.67]  Y la metodología.
[4279.33 → 4279.47]  Y.
[4279.47 → 4279.59]  No.
[4279.59 → 4280.77]  No es la maya solamente.
[4280.99 → 4281.29]  Es decir.
[4281.57 → 4282.85]  Qué hay ahí en ese campo.
[4283.07 → 4283.69]  De que estamos.
[4284.61 → 4285.05]  Trabajando.
[4285.11 → 4286.11]  Y se llama teoría política.
[4286.31 → 4286.75]  Interpolánea.
[4286.85 → 4286.97]  Porque.
[4287.89 → 4288.59]  Esa teoría.
[4288.89 → 4289.97]  O la que sea.
[4290.43 → 4290.87]  Cierto.
[4291.95 → 4292.33]  Discutemos.
[4292.87 → 4292.91]  Tenemos que.
[4293.23 → 4293.67]  Discutirlas.
[4293.83 → 4294.27]  Disciplina.
[4294.53 → 4295.27]  Los campos.
[4295.39 → 4295.61]  Claro.
[4295.79 → 4296.31]  Los estudiantes.
[4296.53 → 4297.27]  Pero no se las sabe todas.
[4297.41 → 4298.91]  Pero tampoco las sabemos todas.
[4299.79 → 4300.17]  Entonces.
[4301.33 → 4302.63]  Creo que una buena información.
[4302.85 → 4303.61]  Se ayuda mucho.
[4305.89 → 4306.33]  A.
[4306.33 → 4306.43]  A.
[4306.43 → 4306.47]  A.
[4306.51 → 4306.97]  A decantar.
[4307.71 → 4308.41]  A aterrizar.
[4308.51 → 4309.53]  A ponerle justo medio.
[4309.67 → 4309.97]  A que no.
[4311.71 → 4311.99]  No.
[4311.99 → 4312.21]  No.
[4312.21 → 4312.71]  No exageremos.
[4312.83 → 4314.45]  El mismo profesor se hará cuenta.
[4314.97 → 4315.51]  Si tiene.
[4315.57 → 4316.55]  Si tiene un programa.
[4316.73 → 4317.69]  De 20 sílabos.
[4317.73 → 4318.43]  Por decir algo.
[4318.43 → 4318.83]  Con.
[4319.63 → 4320.23]  500.
[4320.75 → 4321.03]  Referencias.
[4321.87 → 4322.47]  Bibliográficas.
[4322.87 → 4322.91]  Y.
[4322.91 → 4323.49]  Hay que hacer.
[4323.71 → 4324.19]  Veinte ensayos.
[4324.59 → 4325.71]  Al semestre.
[4327.33 → 4328.29]  Los otros.
[4328.45 → 4328.87]  Y se da cuenta.
[4329.55 → 4329.87]  Como.
[4330.85 → 4331.17]  Que la cosa.
[4331.59 → 4331.93]  Está.
[4332.93 → 4333.53]  Desproporcionada.
[4333.99 → 4334.45]  Porque a veces.
[4334.69 → 4335.13]  Pensamos que.
[4335.45 → 4335.93]  Que.
[4335.93 → 4336.91]  Que lo mejor es.
[4337.03 → 4337.73]  El que más.
[4338.03 → 4338.97]  Muta contenido.
[4339.61 → 4340.05]  Y.
[4340.05 → 4340.77]  Y lectura.
[4340.83 → 4341.39]  Si ponga.
[4341.61 → 4342.07]  Trabajos.
[4342.23 → 4342.43]  Entonces.
[4342.75 → 4342.99]  Ya.
[4343.31 → 4344.19]  La calidad.
[4344.55 → 4345.03]  Suprema.
[4345.03 → 4346.31]  Eso no es lo que haces.
[4346.77 → 4348.25]  Entonces problemas también.
[4348.45 → 4349.27]  Con los estudiantes.
[4349.51 → 4350.03]  Se deprecionan.
[4352.55 → 4352.59]  De.
[4352.59 → 4353.03]  De.
[4354.61 → 4354.95]  De.
[4355.41 → 4355.73]  De.
[4357.33 → 4357.47]  De.
[4357.57 → 4357.69]  De.
[4357.69 → 4357.83]  De.
[4358.61 → 4358.77]  De.
[4359.03 → 4359.31]  De.
[4361.17 → 4361.71]  De.
[4362.75 → 4362.89]  De.
[4364.71 → 4364.99]  De.
[4366.95 → 4367.31]  De.
[4368.67 → 4370.07]  De.
[4373.43 → 4373.73]  De.
[4375.03 → 4376.43]  O.
[4383.05 → 4383.13]  Y.
[4383.13 → 4383.23]  No.
[4383.23 → 4389.59]  al proyecto de programa que la idea es aprender investigando, pues es muy chistoso porque es un
[4389.59 → 4394.67]  caso de un compañero que me comentaba que él, digamos, inscribió la materia de la investigación,
[4395.73 → 4401.33]  estaba ahí y el profesor le dijo vamos a investigar solamente Bogotá y él me decía,
[4401.73 → 4406.29]  yo no quiero investigar eso, hubiera sido útil saber que este profesor está asociado a este
[4406.29 → 4410.01]  semillero, a este grupo de investigación antes de inscribir. A mí me parece que por ejemplo
[4410.01 → 4414.95]  es esencial a la hora de guiar precisamente por lo que está planteado en el programa, eso por
[4414.95 → 4419.59]  un lado y por otro pues yo hablaba con un docente ocasional porque hay varias quejas de que a veces
[4419.59 → 4423.33]  se repiten los contenidos en las clases y él me decía lo que pasa es que yo no sé qué están
[4423.33 → 4429.15]  enseñando mis compañeros, no tengo idea entonces a mí me toca cubrir todas las bases y hacer como
[4429.15 → 4434.77]  que no saben nada, eso es un problema que quiero resolver y pues ahí ya la tercera parte a la que
[4434.93 → 4439.93]  es que mi propuesta es que miremos si pueden, pues lo ideal es que sea para el próximo semestre,
[4440.19 → 4445.33]  si no hay el tiempo, como el cuento las manos de nosotros están para ayudar en eso, pero empezar
[4445.33 → 4449.61]  a implementar eso, como si la búsqueda se utilice en otra universidad como algo un poco más
[4449.61 → 4455.31]  sistematizado. Yo creo que eso tendremos nosotros como intermediarios y digamos lo que podríamos
[4455.31 → 4460.59]  hacer es que si llamamos aquí como problemáticas por parte de los profesores y por parte de los
[4461.33 → 4466.27]  estudiantes es tipo dividirnos el trabajo y como que unos empiezan a trabajar como
[4468.87 → 4475.69]  si como preguntar a los profesores o sea uno pues a ayudarles a que pues proporcionen la información
[4475.69 → 4481.37]  y también como preguntarles como que es lo que han visto como que les falta, como no sé mi compañero
[4481.37 → 4486.17]  que está enseñando entonces no sé yo qué enseñar, entonces como esas cosas y por otro lado que
[4486.17 → 4490.31]  estemos los que le preguntemos a los estudiantes como ok el curso dice que digamos es de tres
[4490.31 → 4493.85]  créditos pero tú lo percibes que es mucho más pesado que lo que harías en la materia de tres créditos,
[4493.87 → 4498.19]  entonces empezar a ver como esas cosas, algo así como lo que hacían los estudiantes o sea la página de
[4498.19 → 4502.51]  los estudiantes, pero hacerlos nosotros, o sea empezar a hacerlo no sé de qué forma hacía el manual,
[4502.65 → 4510.65]  por promulgario o lo que sea y poder hacer como síntesis de información y hacerlo como de qué forma
[4510.65 → 4519.37]  hacer una presentación, sí hacer como no sé una revista, bueno algo así donde pues solucionemos,
[4519.49 → 4525.17]  o sea no solucionamos todo pero pues intentar como que sea el lugar al que puedan acceder
[4525.17 → 4529.61]  a los profesores como de consultas que puedan acceder a los profesores como estudiantes y yo
[4529.61 → 4533.47]  no creo que eso lo hagamos en las semanas que han estado haciendo, pero pues podríamos empezar a
[4533.47 → 4538.03]  trabajarlo al menos para el siguiente, o sea para el 25-2. Pues serviría mucho la retroalimentación
[4538.59 → 4545.93]  nosotros ya estamos trabajando como en reuniones horarias precisamente haciendo eso, como revisando
[4545.93 → 4553.09]  los contenidos de cada materia y mirando que están dando cada profesor, más que todo también teniendo
[4553.09 → 4558.31]  presente que hay dos grupos en las asignaturas y que pues buscamos que si es una misma asignatura
[4558.31 → 4564.29]  se cubran por lo menos las mismas temáticas en ambos grupos que en algunos casos no está pasando,
[4564.29 → 4571.53]  entonces eso ya lo hemos ya se ha revisado empezamos con el área de teoría política ya
[4571.53 → 4576.35]  hemos tenido como dos o tres sesiones con todos los profesores de teoría política precisamente
[4576.35 → 4581.59]  revisando como esas como materia por materia, asignatura por asignatura y definiendo como
[4581.59 → 4592.61]  cuáles serían como los inicios y los finales de cada como de cada materia para no repetir y no
[4593.17 → 4599.99]  porque eso si no lo tenemos ahorita pues la retroalimentación también estudiantil. Desafortunadamente edificando
[4599.99 → 4605.57]  pues no sirve y no nos sirve al mismo tiempo porque pues es una encuesta muy general que tampoco es
[4605.57 → 4610.63]  que nos diga mucho por lo menos a nosotros desde la administración pues cómo solventar algunas
[4610.63 → 4615.77]  cosas porque la parte observación es muy limitada, entonces si de pronto pudiéramos trabajar con
[4615.77 → 4622.19]  ustedes en ese aspecto me parecería una buena opción para iniciar. Sí yo solamente quería notar que
[4622.79 → 4628.37]  tampoco es que partamos de la nada, como que no se haya hecho nada en el programa de ciencia política
[4628.37 → 4634.35]  en el año 2021 con la dirección de la Profe Carolina hicimos un documento que se llama el
[4634.35 → 4639.67]  programa de ciencia política frente a los desafíos de un mundo complejo y éste aborda todas las áreas
[4639.67 → 4645.63]  del programa y se hizo una revisión de los objetivos de los programas de la bibliografía del
[4645.63 → 4651.93]  enfoque pedagógico del enfoque de género y miramos también en comparación como estábamos con otros
[4651.93 → 4656.23]  programas a nivel internacional y a nivel nacional solo que es un documento del 2021 pues
[4656.75 → 4662.59]  evidentemente pues pandemia está desactualizado y puede ser como el insumo que ustedes tomen si
[4662.59 → 4667.19]  no conocen el documento con mucho gusto se los enviamos para las discusiones que van a ver me
[4667.19 → 4672.67]  imagino yo en el proceso de autovolación porque es una tarea que ya se hizo y que muy seguramente
[4672.67 → 4676.89]  los profesores ocasionales conocen porque ellos participaron de esas reuniones y nos dieron los
[4677.01 → 4683.33]  sumos de sus programas para mirar justamente el enfoque de género el enfoque pedagógico los
[4683.33 → 4687.99]  módulos que se repetía por ejemplo entre pablo reyes y alexander madrigal que eran quienes estaban
[4687.99 → 4696.65]  dictando una misma asignatura que era a moverlas contemporáneas y nosotras como politólogas como
[4696.65 → 4700.45]  parte del equipo también participamos del ajuste de sus documentos porque nosotros somos
[4700.45 → 4705.45]  regresadas del programa y pues también tenemos una trayectoria dentro del programa no solo a
[4705.45 → 4710.93]  nivel como estudiantes sino también a nivel administrativo para que también lo tengan
[4710.93 → 4714.61]  presente y les pueda ayudar como insumo lo voy a enviar a maría
[4716.15 → 4719.85]  una cosa que me llamó la atención de lo que estaba viendo
[4720.53 → 4731.69]  es como la amplitud muy rica de cambios de temática en el mismo campo eso es muy interesante nos
[4731.69 → 4739.81]  tocaría que imprimir y empezar a cambiar a trabajar la de porque me pareció muy por
[4739.81 → 4745.63]  ejemplo yo que trabajo lo de políticas públicas de una dimensión mucho más grande de los colegas
[4746.47 → 4754.53]  sobre el trabajo y eso pues no tiene la posibilidad pero sería un asunto interesante para para
[4754.53 → 4760.89]  pasarlo a cada uno de los campos claro y que se pueda hacer esa evaluación porque sí ciertamente
[4760.89 → 4763.57]  sobre todo con los catedráticos
[4765.17 → 4767.71]  están sus rollos muy interesantes pero
[4767.97 → 4774.43]  a bajar todo eso y con toda esa tendencia coletiva que se tiene que parecer impidencial
[4774.43 → 4780.17]  incluso se podría trabajar aquí se está trabajando por área y también que la representación está
[4780.17 → 4786.07]  abierta para eso se podría trabajar no solo en abrir una propuesta para electivas sino
[4786.07 → 4792.41]  a abrir una propuesta para electivas guiadas en determinado en determinada temática dentro
[4792.41 → 4797.67]  de las líneas que por ejemplo este año vamos a trabajar políticas públicas pero centrados
[4798.33 → 4804.57]  vamos a ver todo todo en proyectos y proyectos de eso sí o sea se podría incluso manejar así
[4804.57 → 4810.13]  si se quiere y se podría abrir de esa forma desafortunadamente en este momento pues no lo
[4810.13 → 4816.03]  tenemos así creo que valdría la pena cómo empezar lo que dice el profe cómo mirar las
[4816.03 → 4821.51]  propuestas que hemos recibido cómo las podemos agrupar cómo podemos delimitar como líneas que
[4821.51 → 4830.63]  se trabajen y así también poder definir como propuestas de trabajo en semestral o anual podría
[4830.63 → 4836.23]  ser como la opción y que este comité pues se da también el espacio que haya un espacio de lo que
[4836.23 → 4845.81]  se dé el comité de 20 minutos en lo que podamos realizar entre todos esos y le parece pero bueno
[4845.81 → 4847.97]  ya estaríamos con prácticas de estrategia
[4855.17 → 4861.69]  sería bueno hacer las convocatorias de esta de estas asignaturas mucho más específicas
[4861.69 → 4872.27]  sí eso sería eso sería mejor todavía el área debería proporcionar una cierta orientación no es
[4872.27 → 4873.59]  estos temas
[4873.59 → 4883.11]  de manera que todo el esfuerzo el que propone también este destinado a
[4883.11 → 4888.67]  incrementar el apoyo en las temáticas y obviamente pues con el concurso
[4893.53 → 4897.39]  porque si temas lo que hay este tema interesante
[4898.14 → 4901.46]  y bueno el tema es política pública entre el
[4901.46 → 4910.50]  entonces todos los poderes son interesantes pero pero pero no podemos evitar todos no se puede
[4911.24 → 4915.66]  pues hay unos ciertos desarrollos tenemos debilidades tenemos fortalezas las alias y
[4915.66 → 4924.40]  pueden decir por así mejor buscamos incrementar el desarrollo de estos temas y que las propuestas
[4925.10 → 4926.76]  enfiladas a apoyar esas propuestas
[4929.66 → 4936.74]  sería como la opción para la próxima convocatoria lo logramos ya teniendo trabajo con los profes y
[4936.74 → 4944.58]  con ustedes entonces la propuesta de introducción a identificación y preparación de proyectos de
[4944.58 → 4952.66]  desarrollo de camila la ven viable porque la otra de proyectos fue la que abrimos ahorita que era
[4954.72 → 4959.60]  la invitación gubernamental en herramientas para la identificación de variables de proyectos
[4959.60 → 4965.50]  políticas públicas es entonces como que manejar temas de proyectos que podríamos pensar como
[4965.50 → 4974.36]  para escoger una y la hay otra hay otra línea que es como de temas económicos que es esta que
[4974.94 → 4980.56]  es que es un egresado nuestro también magisteria de economía y esta de finanzas para los financieros
[4982.06 → 4989.32]  que podríamos también escoger una y la otra la otra como línea que veo es temas de acción
[4989.32 → 4995.50]  colectiva como acción colectiva o de asociación territorial digamos que bogotá sí queda ahí porque
[4995.50 → 5001.20]  está como muy ligada como específicamente a política pública de la ciudad de pronto alguna
[5001.20 → 5007.60]  de esas no se cruza con el diplomado que están apretando de proyectos que oferta
[5008.72 → 5013.76]  el de proyectos está ofertando con temas de mga
[5016.46 → 5022.52]  si la camila podría ser complemento porque eso es específicamente como montar un proyecto de
[5022.52 → 5024.80]  veda en el para regalías
[5025.80 → 5035.38]  que se ofertó el semestre los dos semestres pasados entonces de temas de proyectos sería
[5035.38 → 5040.70]  mejor la de camila teniendo presente que se regresa nuestra y que tiene experiencia acá
[5048.40 → 5051.36]  y ya dejo también a considerar haciendo ustedes
[5053.04 → 5063.36]  temas de finanzas algo de finanzas o prefieren temas de reacción colectiva y de territorio
[5063.36 → 5073.22]  finanzas es imamable pero central o sea sin eso no me entienden claramente lo porque
[5073.22 → 5075.02]  es que la de la vida no muy buena
[5075.02 → 5076.42]  la de análisis
[5077.22 → 5078.88]  análisis de políticas públicas y económicas
[5079.60 → 5081.70]  esa es muy buenísima
[5082.42 → 5086.20]  y que esa materia ya sea dictado se dictó en el 2018
[5086.20 → 5091.22]  se dictó en el 2018 o sea lleva más de cinco años sin dictar
[5092.52 → 5094.48]  y también es egresado no es
[5095.12 → 5099.22]  si les parece entonces esas serían las tres propuestas
[5100.92 → 5104.22]  de estas para
[5104.22 → 5106.02]  para leer elecciones
[5106.02 → 5108.08]  para leer elecciones en esta área
[5108.08 → 5109.82]  ¿Qué tal estamos de aquí?
[5109.88 → 5111.96]  podemos mirarlas rápido
[5111.96 → 5113.46]  son las
[5113.46 → 5114.64]  pantalatas
[5114.64 → 5115.70]  pantalatas
[5120.86 → 5123.38]  creo que había una que solamente
[5123.38 → 5124.72]  había cuatro propuestas
[5124.72 → 5127.78]  ¿alcanzamos al otro comité o ya te toca llevar esto?
[5127.78 → 5128.90]  no no no alcanzamos al otro comité
[5128.90 → 5130.10]  si alcanzamos al otro
[5130.10 → 5134.78]  si les parece revisamos esta de teoria política
[5134.78 → 5136.54]  que son
[5136.54 → 5137.52]  ¿cuánto?
[5138.52 → 5140.90]  que son cuatro propuestas no más
[5141.54 → 5142.86]  no no tocas
[5142.86 → 5144.00]  no
[5144.90 → 5146.38]  no recuerdo la que decía
[5146.38 → 5147.36]  ¿el análisis político?
[5147.70 → 5149.04]  ¿el análisis político?
[5151.80 → 5152.56]  no
[5154.90 → 5156.00]  en género creo que
[5156.00 → 5157.50]  no en género hay un montón
[5158.52 → 5159.44]  esa
[5160.00 → 5161.86]  no de investigación y de género
[5161.86 → 5163.68]  no no no
[5163.68 → 5166.00]  espérense que no les es muy breve
[5168.02 → 5168.94]  bien
[5168.94 → 5172.00]  debería las relaciones internacionales
[5172.92 → 5173.70]  bien
[5173.70 → 5175.76]  entonces aquí
[5175.76 → 5176.50]  hay
[5176.50 → 5179.54]  si señora hay cuatro
[5179.54 → 5181.04]  hay cuatro propuestas
[5182.00 → 5183.60]  esperen confirmo una cosa
[5183.60 → 5185.60]  porque las que tendríamos
[5188.26 → 5189.42]  de profes
[5189.42 → 5190.84]  de plantas
[5190.84 → 5193.30]  serían estas, la de profe magemati
[5193.30 → 5196.34]  para saber cuántas podemos hacer
[5222.98 → 5223.68]  entonces
[5223.68 → 5226.06]  solamente tendríamos una
[5226.06 → 5227.48]  que es la del profe magemati
[5227.48 → 5228.98]  o sea que de estas
[5229.60 → 5231.22]  podríamos escoger dos
[5231.22 → 5233.56]  para tener la misma oferta
[5233.56 → 5235.18]  de tres que igual la de gobiernos
[5235.18 → 5237.30]  políticas públicas entonces tenemos soberanía
[5237.30 → 5239.02]  alimentaria y cooperación internacional
[5239.60 → 5240.84]  y derecho humano al alimento
[5240.84 → 5242.28]  así hable Santiago Andrés Moreno
[5242.28 → 5243.66]  señor, ¿quieres escoger dos?
[5244.30 → 5246.86]  sí señor, pero no es tan difícil
[5246.86 → 5248.84]  porque son dos
[5255.16 → 5256.84]  Santiago es abogado
[5257.94 → 5258.86]  de acá
[5258.86 → 5260.60]  de la universidad
[5260.60 → 5263.28]  está cursando un pregrado en historia
[5263.28 → 5265.08]  y está cursando la maestría
[5265.08 → 5266.56]  en soberanía y seguridad
[5266.56 → 5267.76]  alimentaria
[5268.62 → 5270.48]  y no tiene experiencia
[5273.00 → 5273.70]  docente
[5273.70 → 5275.76]  tampoco mucha experiencia profesional
[5277.80 → 5278.50]  estuvo
[5278.50 → 5279.96]  articulada al grupo de investigación
[5279.96 → 5281.76]  de derechos civiles y derechos económicos
[5282.54 → 5283.12]  de acá
[5286.34 → 5287.76]  de la universidad
[5289.24 → 5289.94]  entonces
[5289.94 → 5291.78]  el objetivo de esta asignatura
[5291.78 → 5293.84]  analizaría tener la problemática del hambre
[5293.84 → 5295.20]  a nivel global y nacional
[5295.20 → 5297.64]  enfocándose a una relación entre la alimentación
[5297.64 → 5298.88]  y cooperación internacional
[5298.88 → 5301.52]  a través de un enfoque de la soberanía alimentaria
[5301.52 → 5303.20]  y los movimientos sociales relacionados
[5304.04 → 5305.62]  la forma de evaluación
[5305.62 → 5307.20]  participación y existencia
[5307.20 → 5308.76]  tenía un 20%
[5308.76 → 5310.88]  una exposición un 20%
[5310.88 → 5312.64]  un examen parcial un 20%
[5312.64 → 5319.00]  un examen final un 40%
[5324.52 → 5326.08]  las temáticas
[5326.08 → 5327.16]  soberanía alimentaria
[5327.16 → 5328.98]  versus seguridad alimentaria
[5328.98 → 5330.70]  historia de la alimentación
[5330.70 → 5333.24]  historia de la soberanía alimentaria
[5333.24 → 5335.14]  una temática centrada en el hambre
[5335.14 → 5336.76]  soberanía alimentaria y cooperación
[5336.76 → 5337.84]  para el desarrollo
[5337.84 → 5340.20]  culturas alimentarias
[5340.20 → 5342.48]  que es el derecho humano a la alimentación
[5342.48 → 5344.06]  mercados internacionales
[5344.06 → 5344.94]  de alimentos
[5344.94 → 5348.10]  alimentación en comunidades indígenas
[5348.10 → 5348.98]  género femenino
[5348.98 → 5352.74]  agroecología y soberanía alimentaria
[5352.74 → 5352.98]  migración
[5353.88 → 5355.72]  y soberanía alimentaria
[5355.72 → 5358.10]  planificación y políticas
[5358.10 → 5360.48]  públicas en soberanía alimentaria
[5360.48 → 5361.26]  por último
[5361.26 → 5364.38]  participación en procesos de soberanía alimentaria
[5364.38 → 5367.10]  y la bibliografía
[5367.10 → 5370.38]  la que está acá al frente
[5374.62 → 5377.28]  esa sería la primera propuesta
[5383.22 → 5384.62]  la segunda propuesta
[5384.62 → 5385.70]  del propio Farid
[5385.70 → 5386.94]  la de la materia
[5386.94 → 5388.98]  de relaciones internacionales
[5388.98 → 5390.26]  entre Colombia y Venezuela
[5390.26 → 5391.84]  en el siglo XXI
[5391.84 → 5393.56]  esta materia ya llevaba más o menos
[5393.56 → 5395.48]  unos dos años en precaución
[5395.48 → 5396.38]  seguido?
[5398.20 → 5398.44]  sí
[5398.98 → 5400.18]  esta materia se ofertó
[5400.18 → 5402.54]  para este año y ya estaba en el año pasado
[5404.40 → 5404.98]  también
[5404.98 → 5405.98]  Farid es político
[5405.98 → 5407.20]  es algo nuestro y machista
[5407.20 → 5408.90]  en los estudios políticos
[5408.90 → 5410.98]  de acá también de la universidad
[5410.98 → 5412.78]  la que ofrece Kieprick
[5412.78 → 5415.98]  y tiene experiencia docente con nosotros
[5417.14 → 5418.38]  pues importante
[5418.38 → 5419.90]  ya llevaba dictado esta materia
[5419.90 → 5421.18]  varios años
[5421.18 → 5422.96]  y antes había dictado
[5422.96 → 5424.80]  otras también
[5425.80 → 5426.48]  tiene
[5430.82 → 5431.50]  experiencia
[5431.50 → 5433.60]  con el fondo de desarrollo
[5433.60 → 5435.72]  el local de Tujuelito
[5435.72 → 5438.54]  consultor en la Fundación Panamericana
[5438.54 → 5439.60]  de Desarrollo
[5441.28 → 5443.38]  y también tiene experiencia
[5443.38 → 5444.86]  asistente en investigación
[5444.86 → 5446.72]  de la militar
[5449.60 → 5451.36]  la propuesta no sé si ya la conocen
[5451.36 → 5452.92]  seguramente sí, ¿cierto?
[5456.62 → 5457.22]  objetivo
[5457.22 → 5458.38]  analizar de manera
[5458.38 → 5460.44]  por juntar las relaciones internacionales
[5460.44 → 5461.12]  en el centro colombiano
[5461.12 → 5462.42]  en el siglo XXI
[5462.42 → 5465.80]  a partir de herramientas de análisis de coyuntura internacional
[5465.80 → 5468.10]  y la identificación de principales fenómenos
[5468.10 → 5470.66]  de conjunción y de emergencia entre países
[5472.80 → 5474.80]  análisis de noticias
[5474.80 → 5476.40]  y juicio es el 40%
[5476.40 → 5478.92]  un ejercicio de análisis de coyuntura internacional
[5478.92 → 5479.96]  40%
[5479.96 → 5481.78]  dividido en dos entregas
[5481.78 → 5484.58]  y una sustentación y socialización final
[5484.58 → 5486.26]  con una carga del 20%
[5486.26 → 5488.14]  de la nota
[5488.14 → 5489.46]  las
[5490.14 → 5492.32]  temáticas son relaciones entre Colombia y Venezuela
[5492.32 → 5493.58]  desde los conceptos
[5493.58 → 5495.66]  la forma de hacer análisis de coyuntura
[5495.66 → 5497.90]  en relaciones internacionales
[5497.90 → 5500.28]  los vínculos históricos entre Colombia y Venezuela
[5500.28 → 5501.94]  de la independencia de los pactos
[5501.94 → 5502.84]  de los partidos
[5502.84 → 5505.58]  los vínculos históricos entre Colombia y Venezuela
[5506.14 → 5508.38]  de los pactos de partidos a los rompimientos
[5508.38 → 5509.88]  el giro de las relaciones
[5509.88 → 5512.38]  de inicio del siglo XI
[5512.38 → 5514.12]  la relaciones
[5514.12 → 5516.14]  entre los gobiernos Chávez y Uribe
[5516.14 → 5519.34]  los relacionamientos de gobierno Chávez y Uribe
[5519.34 → 5520.30]  extensiones entre
[5520.30 → 5522.28]  y cooperación
[5523.34 → 5524.76]  cambios en relaciones
[5524.76 → 5526.30]  con el gobierno Santos
[5526.30 → 5527.98]  y rompimiento con Duque
[5527.98 → 5529.76]  y problemas recurrentes
[5529.76 → 5532.14]  con el gobierno Petro Maduro
[5536.14 → 5537.54]  y esta es una tercera parte
[5537.54 → 5540.86]  que es el rol de los Estados Unidos en la relación bilateral
[5540.86 → 5542.92]  la discusión sobre la democracia
[5542.92 → 5544.08]  fronteras
[5544.08 → 5545.56]  porosas y dinámicas
[5546.08 → 5548.10]  migraciones un asunto novedoso
[5548.10 → 5549.22]  hacia Colombia
[5550.08 → 5551.60]  integraciones y relaciones económicas
[5551.60 → 5554.08]  seguridad de un tema vetado
[5554.84 → 5556.74]  se siente recopilación
[5558.08 → 5559.64]  como última sesión
[5559.64 → 5561.86]  de conclusiones
[5564.66 → 5567.84]  la tercera rápidamente migración
[5567.84 → 5569.04]  el siglo XXI
[5569.04 → 5571.40]  retos y debates contemporáneos de Carlos
[5571.40 → 5573.40]  Leonardo Santana
[5589.00 → 5591.10]  Carlos Eduardo es abogado de acá
[5591.10 → 5593.42]  de la Universidad Nacional y cuenta con el magista
[5593.42 → 5595.40]  en Derechos Humanos y Derecho Internacional Humanitario
[5595.92 → 5597.90]  igualmente que acá
[5597.90 → 5599.90]  tiene varios diplomados
[5601.14 → 5601.90]  en experiencia
[5603.54 → 5607.66]  ha sido panelista en varios
[5607.66 → 5608.02]  en varias
[5610.08 → 5612.24]  en varias conferencias
[5612.24 → 5613.90]  casi todas en el exterior
[5616.38 → 5618.48]  tuvo una beca asistente
[5618.48 → 5619.78]  docente
[5619.78 → 5622.44]  en la Asignatura de Instituciones y Derechos
[5622.44 → 5623.90]  Internacional Público
[5630.38 → 5631.06]  bueno
[5631.06 → 5632.36]  al principio no le veo
[5632.36 → 5634.26]  que ha trabajado con el propio
[5634.26 → 5635.06]  Elisa Torres
[5635.06 → 5638.16]  en temas de
[5638.16 → 5639.92]  Derecho Internacional
[5641.42 → 5643.90]  al principio no le veo como
[5644.84 → 5645.74]  darle experiencia
[5645.74 → 5647.78]  a Vicente pero pues la del becado
[5647.78 → 5650.02]  podría seguir si se quiere
[5650.02 → 5652.38]  tener ese análisis
